time,flux
1816.0994262695312,0.9971953894335651
1816.1203002929688,0.9980720979341149
1816.14111328125,0.9965697361092468
1816.1619262695312,1.0002212424910988
1816.1828002929688,1.000828262992671
1816.20361328125,1.0000734881405124
1816.2244262695312,1.001101221164523
1816.2453002929688,1.00090545572925
1816.26611328125,0.9990054176489062
1816.2869262695312,1.000984959168908
1816.3078002929688,0.9997840869390152
1816.32861328125,1.0010035054685893
1816.3494262695312,0.9987776456846513
1816.3703002929688,1.0007638455038912
1816.39111328125,0.9955159118498568
1816.4119262695312,0.9904394262971838
1816.4328002929688,1.0014513285736242
1816.45361328125,0.9952866349157542
1816.4744262695312,0.9962683490808131
1816.4953002929688,0.988959335131114
1816.51611328125,1.0001046659809811
1816.5369262695312,1.0010073524462286
1816.5578002929688,0.9934872000428656
1816.57861328125,0.9949637473669245
1816.5994262695312,0.9936228490639473
1816.6203002929688,0.9977843633359993
1816.64111328125,0.9972881902772304
1816.6619262695312,1.0000046174076789
1816.6828002929688,0.9973398768293809
1816.70361328125,0.9939638843815013
1816.7244262695312,0.9978805145682343
1816.7453002929688,0.9952899721505438
1816.76611328125,0.9880200850563589
1816.7869262695312,0.989876526745176
1816.8078002929688,0.991983386232768
1816.82861328125,0.9974385959740193
1816.8494262695312,0.9930144043683881
1816.8703002929688,0.9976883852973581
1816.89111328125,0.9970328117777474
1816.9119873046875,0.9985229551682719
1816.9328002929688,1.0022911420224236
1816.9536743164062,1.000107960210907
1816.9744873046875,0.9961640274836907
1816.9953002929688,0.9966236540551152
1817.0161743164062,1.0037029132112456
1817.0369873046875,0.9999134096568604
1817.0578002929688,0.997346017723024
1817.0786743164062,1.0001709610828415
1817.0994873046875,0.9968923096824349
1817.1203002929688,1.0012897950450168
1817.1411743164062,1.0003371415519873
1817.1619873046875,0.9999469153940117
1817.1828002929688,1.0028891743431774
1817.2036743164062,0.9983863422310609
1817.2244873046875,1.0005700818706933
1817.2453002929688,0.9970702875747456
1817.2661743164062,1.0031423131454156
1817.2869873046875,1.002496074606292
1817.3078002929688,0.994982302878642
1817.3286743164062,1.004031857357279
1817.3494873046875,1.0013756511211391
1817.3703002929688,1.002109707747545
1817.3911743164062,1.001888979917313
1817.4119873046875,1.005144431768283
1817.4328002929688,1.0018823971300141
1817.4536743164062,1.0031222870943033
1817.4744873046875,1.003594659582317
1817.4953002929688,1.0043101498718705
1817.5161743164062,1.0027494205649397
1817.5369873046875,1.0035505053007396
1817.5578002929688,1.004423340912053
1817.5786743164062,1.0024871426605866
1817.5994873046875,1.0016626986777937
1817.6203002929688,1.0034780161920989
1817.6411743164062,1.0011042616942534
1817.6619873046875,0.9995614402132456
1817.6828002929688,1.0023178979572727
1817.7036743164062,1.003113361767763
1817.7244873046875,1.0053209566817014
1817.7453002929688,1.0008341037211546
1817.7661743164062,1.0017642375669762
1817.7869873046875,1.0020017976927704
1817.8078002929688,1.0053100550053933
1817.8286743164062,1.00022130383875
1817.8494873046875,1.0024529600060688
1817.8703002929688,1.0030909805769381
1817.8911743164062,1.002079313774023
1817.9119873046875,1.0007454334197368
1817.9328002929688,1.0033571706642141
1817.9536743164062,1.0053288347734979
1817.9744873046875,1.002701007372367
1817.9953002929688,1.0032730226080333
1818.0161743164062,1.0009629451510638
1818.0369873046875,1.0026756397732761
1818.0578002929688,1.004219078179
1818.0786743164062,1.0032034318125043
1818.0994873046875,1.0046185098709595
1818.1203002929688,1.0041923093930707
1818.1411743164062,1.0015173473210086
1818.1619873046875,1.005656927810618
1818.182861328125,1.0013559962169158
1818.2036743164062,1.0024869713342548
1818.2245483398438,1.0004370576034487
1818.245361328125,1.0053254793372082
1818.2661743164062,1.0039414733280438
1818.2870483398438,1.0020716258355569
1818.307861328125,1.0024974966097975
1818.3286743164062,1.0012174938098506
1818.3495483398438,1.0029602917415552
1818.370361328125,0.9997665100544008
1818.3911743164062,1.0019339423442488
1818.4120483398438,1.0035132210313151
1818.432861328125,1.0022300987662893
1818.4536743164062,1.001001618544452
1818.4745483398438,1.0051790502434477
1818.495361328125,1.0041411504596602
1818.5161743164062,1.0053556094587859
1818.5370483398438,1.0015353935743998
1818.557861328125,1.004882603312216
1818.5786743164062,1.0033860230419418
1818.5995483398438,1.0069106102260765
1818.620361328125,1.0013199513773872
1818.6411743164062,1.002915302350277
1818.6620483398438,1.003973786952658
1818.682861328125,1.003683309035663
1818.7036743164062,1.00118259257816
1818.7245483398438,1.0034298347354884
1818.745361328125,1.0030057144634226
1818.7661743164062,1.0062882599680716
1818.7870483398438,1.0021503396154396
1818.807861328125,1.0037789239518
1818.8286743164062,1.001566892223899
1818.8495483398438,1.0019718528646988
1818.870361328125,1.0046770802216596
1818.8911743164062,1.0026035914007045
1818.9120483398438,1.0036127927705292
1818.932861328125,1.0035248085117303
1818.9536743164062,1.0025408885723175
1818.9745483398438,1.0050005332510255
1818.995361328125,1.001392449074589
1819.0161743164062,0.9985226505666607
1819.0370483398438,1.0013398004460434
1819.057861328125,1.0022935648360323
1819.0786743164062,1.000615040986881
1819.0995483398438,1.0017420655544873
1819.120361328125,1.001723395316076
1819.1411743164062,1.0046442806933196
1819.1620483398438,1.00016930856731
1819.182861328125,1.0020165794875895
1819.2036743164062,0.9997431500658532
1819.2245483398438,1.0059352892113778
1819.245361328125,1.0015216171440697
1819.2661743164062,1.0027640585197097
1819.2870483398438,1.002525158427336
1819.307861328125,1.0014500070416414
1819.3286743164062,1.001195741187025
1819.3495483398438,1.0023922327462804
1819.370361328125,1.0020959248085062
1819.3911743164062,1.0025541006409797
1819.4120483398438,1.0025627451176211
1819.432861328125,1.0004960906371383
1819.4536743164062,1.0013466050719648
1819.4745483398438,1.003458548760219
1819.495361328125,1.0031317969231839
1819.5161743164062,1.004254802013402
1819.5370483398438,1.0042101775996222
1819.557861328125,1.0035152715562399
1819.5786743164062,1.0033658437796653
1819.5995483398438,1.0023523529033909
1819.620361328125,1.0013300744873228
1819.6412353515625,1.0033490496390094
1819.6620483398438,1.0038562848563026
1819.6829223632812,1.002723910744095
1819.7037353515625,1.0030519305623298
1819.7245483398438,1.0044102398154209
1819.7454223632812,0.9995184867187829
1819.7662353515625,1.003086644131813
1819.7870483398438,1.0014027210419416
1819.8079223632812,1.0013825687750006
1819.8287353515625,0.9998577496897547
1819.8495483398438,1.004811663961883
1819.8704223632812,1.0022381781185532
1819.8912353515625,1.001551432960091
1819.9120483398438,0.9977054488276208
1819.9329223632812,0.9999625300669774
1819.9537353515625,1.0024458918029917
1819.9745483398438,1.0016685880177392
1819.9954223632812,0.9977742132198494
1820.0162353515625,1.0004686643372263
1820.0370483398438,1.0005514048519584
1820.0579223632812,0.9985589697738806
1820.0787353515625,1.0018979767359963
1820.0995483398438,1.0024660421384801
1820.1204223632812,0.9983017675831815
1820.1412353515625,1.0004744688798903
1820.1620483398438,1.0004560214918008
1820.1829223632812,1.0017704232965101
1820.2037353515625,1.0006294281059545
1820.2245483398438,0.9986485061111484
1820.2454223632812,0.9990854347019619
1820.2662353515625,1.0011127348790338
1820.2870483398438,1.0016551495454025
1820.3079223632812,0.9992095599414321
1820.3287353515625,0.9974533523365081
1820.3495483398438,0.9981090500332681
1820.3704223632812,0.9967984425080589
1820.3912353515625,0.999075673405388
1820.4120483398438,0.996053421879127
1820.4329223632812,0.9947669631343022
1820.4537353515625,0.997758147817669
1820.4745483398438,0.9975526533136612
1820.4954223632812,0.9965667747279372
1820.5162353515625,0.994241497887813
1820.5370483398438,0.9954496641429469
1820.5579223632812,0.9940594289072661
1820.5787353515625,0.994891141123237
1820.5995483398438,0.992682721834245
1820.6204223632812,0.9953989190195526
1820.6412353515625,0.9921050885137745
1820.6620483398438,0.9948379099338133
1820.6829223632812,0.9931752197058621
1820.7037353515625,0.9937465253380731
1820.7245483398438,0.9902797437588011
1820.7454223632812,0.9924121419095112
1820.7662353515625,0.9933119191754957
1820.7870483398438,0.9895189081499878
1820.8079223632812,0.9925194518986353
1820.8287353515625,0.992638792638019
1820.8495483398438,0.9918049790077995
