phase,flux_normalized,flux_err
-3.475250720054256,1.0012867803634615,0.0001855328771255584
-3.4749372013000652,0.9993915808185397,0.00019831367227284222
-3.4746722377524923,1.0001045232588572,0.00018555182921412626
-3.4742792490316403,1.0039203150111589,0.0001859294563747481
-3.473598295564684,1.0009362641191366,0.00019609620691265204
-3.473569592266305,1.0000330702621734,0.00018578609920692782
-3.4730348374309776,1.0,6.173611033253512e-05
-3.4730310977829415,0.9996202327656398,0.00019603295794515144
-3.4729359445060703,1.002074936297738,0.00018560521210629817
-3.4726223842769812,0.9997507443998533,0.00019835808551954228
-3.472357485041026,0.9995359926613046,0.00018549620147658235
-3.4719644301593635,1.0037146758709465,0.0001859133635851959
-3.471283521381576,1.0002802117502039,0.0001960289736729578
-3.4712547957361117,0.9997061742893224,0.00018575923496271833
-3.4707163478142204,0.9986436695552915,0.00019592753578548204
-3.4706211684932584,1.0014525146415394,0.00018554372303430586
-3.470307567253035,1.000398078045089,0.00019842052512492896
-3.4700427323292153,1.0003955511294325,0.00018557878136709927
-3.4696496112867417,1.0024800104041776,0.00018579581814215715
-3.468968747664991,1.0017554208747443,0.00019617767094606129
-3.4689399987402574,0.9997649394314579,0.0001857536733381063
-3.4684015983111607,0.9995664715325674,0.0001960146503296744
-3.468306392945763,1.0014156716390503,0.00018554736725964502
-3.467992750230468,1.0006737954806029,0.0001984459206458285
-3.4677279796163694,1.0000741510065674,0.00018554592030579044
-3.467334792413775,1.0044694771236247,0.00018598221059576436
-3.466653973481883,1.0005415885124813,0.00019605617675482113
-3.466625202209719,0.9994028319564368,0.00018572721568786325
-3.4660868483424396,0.9991634937289472,0.00019598728577214917
-3.465991616931916,1.0016957258444659,0.00018557795272231288
-3.4656779332079015,1.0016268276177913,0.00019853398709110797
-3.4654436982993766,1.0,6.179092540161238e-05
-3.4654132273695297,1.0009244554290757,0.00018561870994622155
-3.4650199735411533,1.0039921047860165,0.00018593343973849862
-3.4643391997644364,1.0009488207777542,0.0001961146165902357
-3.464310405679181,1.0001717750308576,0.00018580230488073204
-3.463772098372856,0.9988517050279184,0.00019594663447076364
-3.4636768409184144,1.0023700357163885,0.000185633093322385
-3.463363116183955,1.0007178534213292,0.00019844568932683528
-3.463098474656684,1.0001414207997252,0.000185550989222255
-3.462705154667842,1.0037318816847554,0.00018591258139740487
-3.4620244255815007,1.0004178062935822,0.0001960493679170119
-3.4619956091496777,0.9997861139158711,0.00018575836368993316
-3.4614573484049975,0.9992236031519027,0.0001959834272888167
-3.461362065370574,1.0016496424747932,0.00018556642713661722
-3.4610482996256695,1.001056172385525,0.0001984752320668277
-3.4607837219441833,1.0000818627112502,0.00018554668788456938
-3.4603903357962547,1.0040714888511073,0.00018594133404120424
-3.4598740234375778,1.0,6.178554159585323e-05
-3.459709651864054,1.0006960354134782,0.0001960747155098988
-3.4596808126187946,0.9996371787783132,0.00018574847474382144
