phase,flux_normalized,flux_err
-3.18294322537317,1.0001258597965472,3.419940441236331e-05
-3.17294322537317,1.000058726020986,3.132409047185583e-05
-3.16294322537317,0.9998110515775094,3.539792484782848e-05
-3.15294322537317,1.000048841202665,3.2234145897804685e-05
-3.14294322537317,0.9999502839535555,3.364918852762706e-05
-3.13294322537317,1.0001152843692032,3.2778015035423675e-05
-3.12294322537317,1.0002728482290895,3.365673343489949e-05
-3.1129432253731704,1.0000193962695787,3.272880502914706e-05
-3.10294322537317,1.0001283954623346,3.323103829384494e-05
-3.0929432253731703,1.0002788797595525,3.317861110533459e-05
-3.08294322537317,1.0003956134340546,3.319089563139471e-05
-3.0729432253731703,1.0001145998243473,3.227797935996356e-05
-3.06294322537317,1.000196762104632,3.4221166832778484e-05
-3.0529432253731703,1.0000142454114693,3.318343712297164e-05
-3.04294322537317,1.0002333362157498,3.228019256829148e-05
-3.0329432253731703,1.000579979554253,3.4228012334227706e-05
-3.02294322537317,1.000539810850752,3.2241602783854025e-05
-3.0129432253731703,1.0003974719022117,3.478215372793968e-05
-3.00294322537317,1.000256414797992,3.178408726003677e-05
-2.9929432253731703,1.0003675294274563,3.420193634920612e-05
-2.98294322537317,1.0004740480010201,3.178754751597432e-05
-2.9729432253731702,1.0006569992409544,3.478653538681457e-05
-2.96294322537317,1.0003512281870406,3.1800074668205654e-05
-2.95294322537317,1.000534450018066,3.4188875224016754e-05
-2.94294322537317,1.0005392512488565,3.226526756470933e-05
-2.93294322537317,1.0010144767530187,3.4213961123068495e-05
-2.92294322537317,1.0006553412067167,3.13339617578114e-05
-2.91294322537317,1.0005953370205352,3.607053370916402e-05
-2.90294322537317,1.0006795082659885,3.224382842222724e-05
-2.89294322537317,1.0006823380607297,3.3660504811942085e-05
-2.88294322537317,1.000763157184706,3.2788391773047555e-05
-2.87294322537317,1.0009669028743657,3.3668304673799946e-05
-2.86294322537317,1.000812103684622,3.274216218961196e-05
-2.85294322537317,1.0006928147271945,3.324024857777742e-05
-2.84294322537317,1.00087507831531,3.318863685858354e-05
-2.83294322537317,1.0008681540745297,3.31974867705024e-05
-2.82294322537317,1.0008627747300802,3.229011347435732e-05
-2.81294322537317,1.0010231578056734,3.42351033044344e-05
-2.80294322537317,1.0007738312125343,3.319583524002551e-05
-2.79294322537317,1.0005027577454868,3.2283912145237775e-05
-2.78294322537317,1.0011346051747196,3.423674019462066e-05
-2.77294322537317,1.0011891138496196,3.2252109362940764e-05
-2.76294322537317,1.0007937527004334,3.478827220492026e-05
-2.75294322537317,1.001017683693349,3.1796341982768376e-05
-2.74294322537317,1.000926382077293,3.421065608600658e-05
-2.73294322537317,1.0008764019432124,3.179414052787982e-05
