tic_id,period,depth_ppm,duration_hrs,power,snr,n_transits,verdict
198384408,1.0,184.41927611073993,4.752000000000001,84948.1858457844,369.8706557892865,1924,GOOD
297967252,1.1782178217821784,180.17881524987507,7.92,57211.29396247343,288.1980895179937,1870,GOOD
283722336,44.42574257425743,389.1281830486476,7.92,6845.328082124649,116.69011980556517,41,GOOD
354006740,1.7722772277227723,250.67097627459327,4.176,6769.366175662806,110.56580875283024,844,GOOD
136916387,14.55940594059406,274.8803719241282,7.92,3650.207419613732,84.81289204989906,100,GOOD
