time_btjd,flux_normalized,flux_err
1569.4537068150698,1.0,6.858014298154759e-05
1571.0162519129285,1.0,7.556411276887904e-05
1571.0370858753136,1.0,7.561077881620806e-05
1571.0579198381645,1.0,7.520353911506614e-05
1571.0787538010154,1.0,7.527460583657272e-05
1571.099587763866,1.0,7.533597701324889e-05
1571.1204217267175,1.0,7.540362624477316e-05
1571.1412556900345,1.0,7.545385700321732e-05
1571.162089653351,1.0,7.551216988768875e-05
1571.1829236162016,1.0,7.554778455338625e-05
1571.203757579518,1.0,7.558168240317121e-05
1571.2245915428343,1.0,7.562825506637457e-05
1571.2454255061512,1.0,7.566034915654245e-05
1571.2662594694675,1.0,7.56931021760249e-05
1571.287093432318,1.0,7.572468148432406e-05
1571.3079273956355,1.0,7.576003400849485e-05
1571.3287613589519,1.0,7.579423484221833e-05
1571.3495953222684,1.0,7.581723337672522e-05
1571.3704292851194,1.0,7.586033935926254e-05
1571.3912632484355,1.0,7.587974147540048e-05
1571.4120972112864,1.0,7.59142643037682e-05
1571.4329311741371,1.0,7.594012643936376e-05
1571.4537651369874,1.0,7.596192536835813e-05
1571.474599099838,1.0,7.597838248524726e-05
1571.4954330622236,1.0,7.59769113312948e-05
1571.5162670250743,1.0,7.599050790416249e-05
1571.5371009874596,1.0,7.600704450893361e-05
1571.5579349493792,1.0,7.601230778333284e-05
1571.578768911764,1.0,7.601422284377031e-05
1571.5996028736836,1.0,7.602806620030567e-05
1571.620436835603,1.0,7.604624704241927e-05
1571.6412707970571,1.0,7.603923769196891e-05
1571.6621047585108,1.0,7.604760780339823e-05
1571.6829387199646,1.0,7.605866497491383e-05
1571.703772680953,1.0,7.606144012390545e-05
1571.7246066419416,1.0,7.60813933864797e-05
1571.745440602929,1.0,7.610484106845402e-05
1571.7662745634516,1.0,7.610429902601073e-05
1571.787108523509,1.0,7.61136304193177e-05
1571.8079424835655,1.0,7.613812907409147e-05
1571.828776443622,1.0,7.614992189555197e-05
1571.8496104032133,1.0,7.615652768513117e-05
1571.8704443628048,1.0,7.615916906388357e-05
1571.8912783219307,1.0,7.615625349949522e-05
1571.91211228059,1.0,7.6163131875691e-05
1571.9329462392493,1.0,7.616801434783032e-05
1571.95378019791,1.0,7.61660910444075e-05
1571.9746141556384,1.0,7.618179888357056e-05
1571.9954481138325,1.0,7.618182955769988e-05
1572.0162820710957,1.0,7.61808336806558e-05
1572.0371160283585,1.0,7.620408104387704e-05
1572.0579499856217,1.0,7.620597279327507e-05
1572.0787839424186,1.0,7.620935721575787e-05
1572.0996178987496,1.0,7.620515890126654e-05
1572.1204518546144,1.0,7.621260648809169e-05
1572.1412858104804,1.0,7.622097313202227e-05
1572.162119765881,1.0,7.62283809740646e-05
1572.1829537212811,1.0,7.622821490031662e-05
1572.2037876762156,1.0,7.624257819328511e-05
1572.2246216306844,1.0,7.624570357749555e-05
1572.245455584688,1.0,7.622754045324425e-05
1572.2662895386916,1.0,7.623514979003756e-05
1572.287123492229,1.0,7.624430412923442e-05
1572.3079574453004,1.0,7.62389546793017e-05
1572.3287913983725,1.0,7.625171787285303e-05
1572.3496253505136,1.0,7.625210755280702e-05
1572.3704593026541,1.0,7.626315470189562e-05
1572.3912932543285,1.0,7.626797748688684e-05
1572.412127206004,1.0,7.626144985427419e-05
1572.4329611567473,1.0,7.626422249489726e-05
1572.4537951074904,1.0,7.626950482879958e-05
1572.474629057768,1.0,7.626785300752405e-05
