tic,toi,period_d,t0,duration_d,depth_frac,depth_ppm,bls_power,lc_csv,plot_png,stellar_radius_Rsun,stellar_mass_Msun,a_over_Rstar
238959233,7523.01,64.79008950447522,1839.3644262695314,0.2,0.014949814449816076,14949.814449816076,472.60726416174236,TOI_missing_pipeline_results\lightcurves\TIC238959233_lc.csv,TOI_missing_pipeline_results\plots\TIC238959233_diagnostic.png,,,
